sample_id,lambda0_HM,lambda1_HM,lambda2_HM,lambda3_HM,gamma0_MH,gamma1_MH,gamma2_MH,gamma3_MH,delta0_HM,delta1_HM,delta2_HM,delta3_HM,eta0_MH,eta1_MH,eta2_MH,eta3_MH,p0_mortality,p1_mortality
300,0.01,0.340728348,0.299441983,0.722897979,0.072,0.142664144,0.479512601,0.274923685,0.01,0.4061354,0.243689942,0.452703338,0.072,0.184719959,0.022305027,0.154495208,0.05,0.001786132
301,0.01,0.772900282,0.762940296,0.312172685,0.072,0.413714645,0.196417864,0.381180913,0.01,0.636289734,0.747937433,0.316167698,0.072,0.444913254,0.15104736,0.562508749,0.05,0.007215488
302,0.01,0.476787757,0.521009726,0.54355599,0.072,0.068380145,0.533084917,0.102912103,0.01,0.491975189,0.175914103,0.242700969,0.072,0.310388452,0.236965862,0.091008141,0.05,0.047862193
303,0.01,0.330334383,0.598253553,0.709392071,0.072,0.047784512,0.223283019,0.05693948,0.01,0.01310806,0.522757759,0.475935059,0.072,0.092594857,0.132805689,0.013466004,0.05,0.233785218
304,0.01,0.770005571,0.107013034,0.182865419,0.072,0.49325661,0.526231437,0.238348353,0.01,0.039991753,0.031119549,0.453420394,0.072,0.223164422,0.016274579,0.331287359,0.05,0.00316471
305,0.01,0.622023847,0.24208193,0.031803822,0.072,0.334184062,0.225884747,0.553118635,0.01,0.429916943,0.217438953,0.560456703,0.072,0.154207457,0.51361019,0.212842079,0.05,0.153963198
306,0.01,0.039952752,0.336635778,0.657567196,0.072,0.457608521,0.127412941,0.128412912,0.01,0.645671197,0.735014752,0.075335128,0.072,0.255633307,0.19167403,0.494551043,0.05,0.023386976
307,0.01,0.166789495,0.594449987,0.040522141,0.072,0.279760096,0.251116796,0.18993987,0.01,0.311712129,0.418653064,0.127480213,0.072,0.324893659,0.457485563,0.431771408,0.05,0.043091973
308,0.01,0.117907081,0.211857751,0.285249034,0.072,0.23200277,0.386068019,0.032194485,0.01,0.027391436,0.309609345,0.550759317,0.072,0.109871275,0.364374545,0.147582382,0.05,0.24810411
309,0.01,0.707595056,0.234856891,0.181695066,0.072,0.233620656,0.13662194,0.381914023,0.01,0.652591101,0.531742783,0.651236853,0.072,0.225491548,0.088788039,0.419156138,0.05,0.100932861
310,0.01,0.530303952,0.213808714,0.064171411,0.072,0.56378646,0.088722457,0.561423125,0.01,0.772051147,0.627116302,0.52094414,0.072,0.328194405,0.491945678,0.164401648,0.05,0.130950739
311,0.01,0.489318076,0.324840476,0.337714299,0.072,0.187601691,0.320483672,0.483126332,0.01,0.159207419,0.738202101,0.544379246,0.072,0.467619185,0.315916313,0.442765486,0.05,0.004536111
312,0.01,0.646520536,0.031709699,0.703031567,0.072,0.56343484,0.167030319,0.11946094,0.01,0.604637057,0.199890809,0.683794283,0.072,0.058414592,0.071542552,0.556158083,0.05,0.188674892
313,0.01,0.669040907,0.256220208,0.534422162,0.072,0.337529358,0.342589268,0.387678437,0.01,0.454533747,0.338959272,0.217978929,0.072,0.436554196,0.12852274,0.393257246,0.05,0.06533319
314,0.01,0.494010834,0.590191831,0.172783972,0.072,0.034047795,0.074393086,0.344206277,0.01,0.671062661,0.035547489,0.579979495,0.072,0.193868991,0.271804114,0.527592224,0.05,0.092952021
315,0.01,0.367616178,0.010809108,0.064462989,0.072,0.146880024,0.015820073,0.358621185,0.01,0.336854702,0.43303471,0.137971277,0.072,0.168089393,0.377052302,0.548291947,0.05,0.014116697
316,0.01,0.703403613,0.455736149,0.445496458,0.072,0.284158208,0.039415841,0.051050052,0.01,0.474720484,0.269357271,0.724641773,0.072,0.230943425,0.081383869,0.405960297,0.05,0.082138958
317,0.01,0.415121543,0.551287901,0.711208648,0.072,0.449964599,0.384173087,0.386031648,0.01,0.747280469,0.233701037,0.000878554,0.072,0.15447019,0.123762304,0.375922044,0.05,0.177439248
318,0.01,0.468834492,0.01283232,0.575734663,0.072,0.183765274,0.377751802,0.316136547,0.01,0.270757431,0.106315251,0.074590929,0.072,0.472302413,0.521649804,0.369079611,0.05,0.028961552
319,0.01,0.317601501,0.575861968,0.616058498,0.072,0.067148177,1.74E-05,0.404493842,0.01,0.281710979,0.201040252,0.010189001,0.072,0.306890063,0.483453618,0.543934775,0.05,0.158408586
320,0.01,0.406424449,0.067194545,0.433609513,0.072,0.215828117,0.34485284,0.220796566,0.01,0.189836308,0.075022567,0.248785571,0.072,0.054894266,0.100477468,0.560806938,0.05,0.124348996
321,0.01,0.420178696,0.690158638,0.786499431,0.072,0.330981807,0.46148513,0.185702502,0.01,0.241537726,0.31813594,0.531280738,0.072,0.387484879,0.179055999,0.075663237,0.05,0.177070952
322,0.01,0.101377431,0.457009082,0.547803481,0.072,0.39794733,0.427972159,0.495784151,0.01,0.394967604,0.57689686,0.489146461,0.072,0.106011486,0.014591718,0.161619507,0.05,0.124049438
323,0.01,0.487513696,0.671467871,0.155034116,0.072,0.071312281,0.54725661,0.06136931,0.01,0.378007945,0.462595346,0.427685793,0.072,0.048866265,0.032391287,0.059914587,0.05,0.163964551
324,0.01,0.430032461,0.184655226,0.503841572,0.072,0.465798341,0.023616849,0.282937808,0.01,0.544555226,0.199326422,0.243139015,0.072,0.348546329,0.510027247,0.460037071,0.05,0.163276461
325,0.01,0.576875157,0.288209751,0.506362767,0.072,0.264791144,0.107883726,0.39858734,0.01,0.439607064,0.28331105,0.71995796,0.072,0.011890579,0.17935915,0.032308634,0.05,0.214627649
326,0.01,0.554664889,0.261768253,0.533773693,0.072,0.224892344,0.429552154,0.25797632,0.01,0.325700985,0.738436633,0.198194489,0.072,0.068414089,0.332020488,0.550574789,0.05,0.10579498
327,0.01,0.049009043,0.268051161,0.399686007,0.072,0.091972268,0.37380206,0.566721653,0.01,0.356874186,0.28023556,0.316556292,0.072,0.065403029,0.501699406,0.235620972,0.05,0.108436835
328,0.01,0.521155316,0.349206403,0.51210444,0.072,0.034901493,0.462194859,0.534206245,0.01,0.512524655,0.754107084,0.119631528,0.072,0.271172396,0.341826225,0.330426416,0.05,0.112409298
329,0.01,0.267086683,0.100190978,0.309476536,0.072,0.092391343,0.417119704,0.118615971,0.01,0.046266591,0.436369249,0.470231489,0.072,0.495246619,0.327725556,0.196233125,0.05,0.224843327
330,0.01,0.426820326,0.062631425,0.447021943,0.072,0.515754534,0.225105571,0.168313055,0.01,0.113340871,0.119641962,0.341889473,0.072,0.33834614,0.04578955,0.533674959,0.05,0.211437413
331,0.01,0.463432895,0.65446655,0.063347538,0.072,0.270844483,0.357892896,0.470674851,0.01,0.618940952,0.218884707,0.743295334,0.072,0.070628438,0.497075895,0.551494062,0.05,0.049602987
332,0.01,0.570432191,0.03182556,0.320284032,0.072,0.293248914,0.329806488,0.531612357,0.01,0.531078043,0.380209581,0.639643279,0.072,0.539902642,0.012533572,0.558072083,0.05,0.024116999
333,0.01,0.643365556,0.221464455,0.10442193,0.072,0.249838003,0.365767337,0.216380648,0.01,0.043106673,0.4735743,0.712898588,0.072,0.217666328,0.122877018,0.251383932,0.05,0.013541559
334,0.01,0.648185192,0.652809241,0.464520366,0.072,0.200562441,0.454276951,0.31506223,0.01,0.652486524,0.498852446,0.619680324,0.072,0.33998378,0.235232127,0.544113248,0.05,0.151511871
335,0.01,0.47802072,0.174185235,0.494264124,0.072,0.324673145,0.10498821,0.033845471,0.01,0.477443863,0.603316893,0.413487083,0.072,0.128806851,0.378584483,0.045500053,0.05,0.123713437
336,0.01,0.129059739,0.14572265,0.15981222,0.072,0.219649608,0.029053317,0.225946674,0.01,0.404248883,0.381802485,0.302399439,0.072,0.476635273,0.082545561,0.28723575,0.05,0.017371597
337,0.01,0.056212986,0.453354021,0.447154556,0.072,0.498723035,0.316872248,0.5451613,0.01,0.03846893,0.077426071,0.034812031,0.072,0.105237251,0.307441423,0.366684999,0.05,0.012763844
338,0.01,0.747317003,0.665310648,0.234323861,0.072,0.043842517,0.096495858,0.072104427,0.01,0.097394186,0.409663734,0.19421948,0.072,0.203423359,0.562039029,0.388690493,0.05,0.265714587
339,0.01,0.112619678,0.301890185,0.438238125,0.072,0.043598579,0.002378468,0.380806702,0.01,0.507037418,0.32452316,0.38681882,0.072,0.235971624,0.013634865,0.190491072,0.05,0.049583032
340,0.01,0.077755109,0.755809143,0.473494183,0.072,0.413876769,0.179126606,0.22330757,0.01,0.187169955,0.07660288,0.141434994,0.072,0.452987978,0.384846017,0.310655602,0.05,0.133025164
341,0.01,0.728723084,0.057460609,0.221674642,0.072,0.198764701,0.444417861,0.563748304,0.01,0.190129707,0.690702794,0.656191981,0.072,0.127605402,0.226820906,0.23269419,0.05,0.273901787
342,0.01,0.142904602,0.631334797,0.264012244,0.072,0.415134356,0.23856625,0.328508345,0.01,0.657763301,0.635290796,0.684474315,0.072,0.033862641,0.393084714,0.07951283,0.05,0.116429199
343,0.01,0.433384848,0.318164193,0.410493224,0.072,0.566026943,0.076803434,0.383659034,0.01,0.312840763,0.105077741,0.125402043,0.072,0.539187124,0.49961365,0.515199834,0.05,0.277629177
344,0.01,0.164569158,0.280797077,0.528683034,0.072,0.274799843,0.237645255,0.20323679,0.01,0.469086699,0.454718809,0.127551689,0.072,0.267948228,0.314371969,0.323922981,0.05,0.058830014
345,0.01,0.5863944,0.019907285,0.280317166,0.072,0.443160784,0.320291179,0.148340262,0.01,0.549012964,0.448238846,0.629032451,0.072,0.417494306,0.3465413,0.27728492,0.05,0.037290995
346,0.01,0.206453084,0.331088584,0.473446437,0.072,0.291786062,0.163688811,0.003671755,0.01,0.392028985,0.225644531,0.580340558,0.072,0.013601479,0.332182197,0.534757367,0.05,0.048834595
347,0.01,0.372603098,0.072223374,0.494288711,0.072,0.312701995,0.231383618,0.296142148,0.01,0.70829398,0.155072499,0.017825964,0.072,0.489425655,0.327802503,0.505894003,0.05,0.167144663
348,0.01,0.640027261,0.339441957,0.592389346,0.072,0.518607553,0.324965843,0.102685966,0.01,0.212350116,0.156929216,0.195017052,0.072,0.174043975,0.315315991,0.333979246,0.05,0.119419929
349,0.01,0.486182416,0.064444191,0.069352707,0.072,0.097599133,0.294268019,0.121548978,0.01,0.223794679,0.316247141,0.641374238,0.072,0.007873693,0.36884717,0.37992187,0.05,0.223623618
350,0.01,0.736874822,0.015908901,0.121489127,0.072,0.503345295,0.260438543,0.320687483,0.01,0.523791491,0.536462618,0.736074919,0.072,0.566267269,0.409049438,0.163141647,0.05,0.246330673
351,0.01,0.038884522,0.182553874,0.708934717,0.072,0.14551678,0.125329802,0.078455167,0.01,0.678698289,0.395046025,0.53316563,0.072,0.135789706,0.430566959,0.43168315,0.05,0.087527447
352,0.01,0.32443928,0.165655319,0.771483208,0.072,0.366702264,0.530820924,0.172322989,0.01,0.617693821,0.605028329,0.546407965,0.072,0.548482938,0.223539431,0.07424744,0.05,0.188078481
353,0.01,0.576154742,0.454297853,0.163386136,0.072,0.286530975,0.17732377,0.242800988,0.01,0.509722675,0.588719647,0.183457506,0.072,0.230224805,0.152883772,0.112822757,0.05,0.219348422
354,0.01,0.718309629,0.292483427,0.59351035,0.072,0.509493324,0.480598552,0.103838005,0.01,0.755470586,0.297574388,0.268000122,0.072,0.035460994,0.276146636,0.061919734,0.05,0.06959115
355,0.01,0.250384671,0.638972796,0.691636034,0.072,0.171800868,0.487740533,0.486907172,0.01,0.604074251,0.11588914,0.545355049,0.072,0.536773669,0.387682992,0.18835837,0.05,0.140162209
356,0.01,0.510122784,0.403350623,0.094762824,0.072,0.177252377,0.455760945,0.48928545,0.01,0.108467026,0.752385534,0.259769868,0.072,0.376194204,0.427036683,0.461185461,0.05,0.264809917
357,0.01,0.247206443,0.678220099,0.104032654,0.072,0.400463235,0.42144335,0.384946801,0.01,0.199328642,0.689704086,0.133398186,0.072,0.030464562,0.407520115,0.270070206,0.05,0.237747446
358,0.01,0.302883741,0.132940085,0.660789332,0.072,0.311780671,0.10746321,0.409178111,0.01,0.403779774,0.477407256,0.364109687,0.072,0.470706703,0.471191623,0.402932851,0.05,0.029512386
359,0.01,0.662694551,0.530100255,0.550649091,0.072,0.206174253,0.499430788,0.412011069,0.01,0.088946469,0.322144647,0.700240486,0.072,0.026807727,0.54608464,0.385764339,0.05,0.176785274
360,0.01,0.213741813,0.196545513,0.744225993,0.072,0.169418754,0.440487009,0.223293181,0.01,0.110010716,0.008465085,0.429963296,0.072,0.554242369,0.209669358,0.202885246,0.05,0.096345653
361,0.01,0.411229631,0.348125258,0.695132555,0.072,0.28713581,0.288406452,0.078595066,0.01,0.776364237,0.197478584,0.057957613,0.072,0.376667069,0.338168098,0.235802731,0.05,0.118213825
362,0.01,0.620200498,0.154612986,0.648000122,0.072,0.368488361,0.237974832,0.260160254,0.01,0.202751294,0.594170323,0.405171046,0.072,0.18224538,0.338556466,0.565577169,0.05,0.121873438
363,0.01,0.727346207,0.272563304,0.043238838,0.072,0.116009516,0.237818841,0.124752639,0.01,0.00017936,0.722851215,0.666664735,0.072,0.421621987,0.09531869,0.068366511,0.05,0.01892933
364,0.01,0.571983059,0.733758289,0.340123299,0.072,0.067671902,0.291039122,0.198136523,0.01,0.29611169,0.490851193,0.567787309,0.072,0.062822844,0.020215251,0.564779612,0.05,0.065163938
365,0.01,0.042526115,0.15000151,0.030776699,0.072,0.222548588,0.455764214,0.193826847,0.01,0.350904891,0.533713551,0.402026315,0.072,0.48930115,0.491908263,0.005629275,0.05,0.217852966
366,0.01,0.363979544,0.781184028,0.38175334,0.072,0.560556897,0.428595397,0.141207574,0.01,0.425332034,0.783787155,0.67744918,0.072,0.055304396,0.401219294,0.196289205,0.05,0.001955033
367,0.01,0.318749966,0.185455993,0.646906724,0.072,0.191603786,0.470033458,0.000339629,0.01,0.243177129,0.190520519,0.184518215,0.072,0.03873,0.106286586,0.315552156,0.05,0.0815811
368,0.01,0.329741878,0.297724835,0.691964891,0.072,0.514209831,0.27999956,0.18752858,0.01,0.084372556,0.753188275,0.047579286,0.072,0.169065358,0.169301602,0.181987931,0.05,0.046000316
369,0.01,0.61869753,0.096773311,0.501576261,0.072,0.070344543,0.040064242,0.516555958,0.01,0.150201725,0.648787622,0.430258388,0.072,0.044222503,0.542694573,0.140273943,0.05,0.240700697
370,0.01,0.133359905,0.674614877,0.010450762,0.072,0.290691299,0.437043385,0.530963854,0.01,0.718269688,0.647503647,0.701671166,0.072,0.113156782,0.16141668,0.164134122,0.05,0.105575101
371,0.01,0.31072333,0.430198706,0.126305013,0.072,0.392628105,0.095177794,0.176255218,0.01,0.397642653,0.629188044,0.584180694,0.072,0.366663514,0.088479212,0.310721756,0.05,0.024485021
372,0.01,0.29811691,0.326678059,0.031451037,0.072,0.15562524,0.542808897,0.541663321,0.01,0.278338373,0.034049086,0.141485002,0.072,0.222779707,0.538338868,0.080201068,0.05,0.213784436
373,0.01,0.085859206,0.775193486,0.301477034,0.072,0.440333218,0.194591735,0.356515922,0.01,0.151692707,0.115356605,0.74107067,0.072,0.521223654,0.504082358,0.3552462,0.05,0.226315099
374,0.01,0.05453918,0.264483343,0.247825469,0.072,0.361046543,0.202184015,0.084351852,0.01,0.47120899,0.643363297,0.301877561,0.072,0.07512863,0.111718896,0.134890517,0.05,0.083971326
375,0.01,0.507808106,0.474746933,0.549903091,0.072,0.205901127,0.468030666,0.115921792,0.01,0.370542191,0.63274159,0.142325332,0.072,0.062402249,0.501932494,0.194784048,0.05,0.191483635
376,0.01,0.020025397,0.545137042,0.249720036,0.072,0.031660805,0.346373649,0.136776568,0.01,0.305577721,0.063658842,0.116258968,0.072,0.16925107,0.050983396,0.517349318,0.05,0.001693172
377,0.01,0.382249573,0.097365492,0.243066481,0.072,0.52600183,0.091842506,0.548592758,0.01,0.162577558,0.585837226,0.431875039,0.072,0.502383917,0.314668169,0.303629636,0.05,0.05472824
378,0.01,0.131321196,0.724026429,0.258992177,0.072,0.211342721,0.431579838,0.192451738,0.01,0.752129333,0.582962938,0.471969102,0.072,0.500348451,0.028176156,0.146011609,0.05,0.130210174
379,0.01,0.179313046,0.587685098,0.726174345,0.072,0.240701428,0.194331317,0.546160816,0.01,0.351433422,0.386348236,0.277803399,0.072,0.516623533,0.323166715,0.432915166,0.05,0.227305881
380,0.01,0.270060743,0.342618522,0.670292702,0.072,0.20632904,0.450955156,0.534483639,0.01,0.492336195,0.585885557,0.636026877,0.072,0.479982521,0.224390296,0.029117645,0.05,0.112525356
381,0.01,0.532267422,0.355776805,0.591680889,0.072,0.20276602,0.360534672,0.105886449,0.01,0.592001855,0.431099815,0.161210867,0.072,0.165805547,0.425209746,0.274117502,0.05,0.060488803
382,0.01,0.76414424,0.564948766,0.756136518,0.072,0.242595666,0.269856994,0.510038563,0.01,0.414788979,0.55875034,0.199216573,0.072,0.253740634,0.070119524,0.11699666,0.05,0.000264156
383,0.01,0.031019391,0.77205422,0.191459419,0.072,0.376760483,0.476608629,0.312775141,0.01,0.120984155,0.575211985,0.474198614,0.072,0.415350335,0.437216082,0.554033089,0.05,0.160597718
384,0.01,0.269896479,0.512287,0.05406816,0.072,0.509721677,0.067808414,0.186214732,0.01,0.644438851,0.471876779,0.310972061,0.072,0.268911455,0.485382919,0.193122491,0.05,0.243501912
385,0.01,0.0696262,0.613670765,0.66956263,0.072,0.103272427,0.24443683,0.094003872,0.01,0.558217262,0.422924737,0.501905444,0.072,0.111604597,0.12027165,0.023570481,0.05,0.09017891
386,0.01,0.442198282,0.677768582,0.526872683,0.072,0.247305112,0.541372225,0.408531274,0.01,0.73483051,0.416794499,0.204534377,0.072,0.030005558,0.412416196,0.068900103,0.05,0.084777036
387,0.01,0.420652017,0.445889104,0.474460726,0.072,0.094433028,0.215690846,0.350566321,0.01,0.766156903,0.574828599,0.728856968,0.072,0.432936449,0.336095238,0.109069274,0.05,0.186671983
388,0.01,0.492469857,0.475950645,0.386930836,0.072,0.300276951,0.189963355,0.294969609,0.01,0.156069165,0.636087774,0.146763794,0.072,0.048260853,0.247787743,0.373918626,0.05,0.122560711
389,0.01,0.218635764,0.440955235,0.274131845,0.072,0.529868848,0.524062439,0.285347194,0.01,0.259028355,0.582334607,0.029003225,0.072,0.269668795,0.191031688,0.522864383,0.05,0.003360848
390,0.01,0.436723752,0.585124229,0.38316421,0.072,0.048508921,0.55235807,0.294229925,0.01,0.485207133,0.186921728,0.381963487,0.072,0.243756911,0.042540838,0.060299081,0.05,0.234492305
391,0.01,0.189457762,0.154017034,0.398880046,0.072,0.436648371,0.035185623,0.327626898,0.01,0.09417625,0.02880423,0.041667722,0.072,0.473805213,0.067008371,0.025645975,0.05,0.122611968
392,0.01,0.666754843,0.207302617,0.333152968,0.072,0.022675998,0.255076596,0.32808423,0.01,0.451016572,0.262617087,0.249271213,0.072,0.060562216,0.208341446,0.056512972,0.05,0.214646865
393,0.01,0.763356695,0.766358821,0.683406169,0.072,0.341249941,0.398091716,0.161996896,0.01,0.498308632,0.359963144,0.380793698,0.072,0.430417086,0.160129626,0.180646499,0.05,0.258899702
394,0.01,0.044417193,0.383651096,0.721112632,0.072,0.346686188,0.310359218,0.141854694,0.01,0.271187636,0.673118248,0.441782324,0.072,0.292373566,0.056561277,0.009103993,0.05,0.269831853
395,0.01,0.297819072,0.476538319,0.062974908,0.072,0.388008914,0.529697891,0.326977864,0.01,0.099631105,0.459560007,0.605414298,0.072,0.230844593,0.499747841,0.368451918,0.05,0.251789697
396,0.01,0.492569196,0.103717498,0.244656452,0.072,0.114619531,0.516213451,0.431907238,0.01,0.534354711,0.237763393,0.14539537,0.072,0.429664218,0.269321713,0.128248466,0.05,0.172654154
397,0.01,0.031863743,0.257674501,0.370160026,0.072,0.084040334,0.559283743,0.118767303,0.01,0.102978973,0.16079255,0.607558295,0.072,0.241687214,0.321156254,0.011933201,0.05,0.009640766
398,0.01,0.352202184,0.645157642,0.699338714,0.072,0.04924933,0.305790242,0.518714462,0.01,0.306498476,0.655357007,0.105619567,0.072,0.53130407,0.426808444,0.534677935,0.05,0.189452825
399,0.01,0.287089106,0.741163126,0.217697753,0.072,0.188673993,0.398059181,0.434699658,0.01,0.734228752,0.161793903,0.630418448,0.072,0.419494158,0.036235308,0.219942744,0.05,0.079174328
400,0.01,0.240547435,0.776528035,0.507794157,0.072,0.407640058,0.554718818,0.214250612,0.01,0.633453733,0.343279461,0.686931601,0.072,0.102613483,0.538285749,0.12426233,0.05,0.091341742
401,0.01,0.597391865,0.311066562,0.480486988,0.072,0.252517749,0.421666124,0.129692151,0.01,0.04618181,0.236944224,0.374703845,0.072,0.09543539,0.201524861,0.227190354,0.05,0.016069716
402,0.01,0.460812726,0.698631308,0.119876901,0.072,0.339554952,0.377571868,0.238182098,0.01,0.553867094,0.324477919,0.398663458,0.072,0.004176529,0.392897025,0.375642642,0.05,0.010752246
403,0.01,0.290917585,0.773435154,0.332381884,0.072,0.28510499,0.51684033,0.407404745,0.01,0.459835404,0.630265698,0.682849351,0.072,0.259512425,0.269861551,0.219276931,0.05,0.270677719
404,0.01,0.550761341,0.065746222,0.681738102,0.072,0.272958046,0.039052219,0.312239401,0.01,0.32955978,0.69342203,0.161155737,0.072,0.469431898,0.316767177,0.031018652,0.05,0.272116684
405,0.01,0.404966043,0.229792715,0.370831405,0.072,0.487263221,0.173184975,0.109440193,0.01,0.101966285,0.235308925,0.616237989,0.072,0.267883775,0.129209551,0.09439308,0.05,0.093164253
406,0.01,0.742540255,0.270991103,0.78061802,0.072,0.275610899,0.101765106,0.506167572,0.01,0.363680745,0.560640361,0.777132151,0.072,0.028499599,0.05492251,0.409219429,0.05,0.078911001
407,0.01,0.145598104,0.031095885,0.017258902,0.072,0.439907823,0.076358187,0.26566531,0.01,0.478658484,0.338397922,0.021414255,0.072,0.445028853,0.005971512,0.43275346,0.05,0.250125258
408,0.01,0.341943538,0.423078554,0.37681688,0.072,0.221070495,0.504057136,0.507754234,0.01,0.265294928,0.485905106,0.732256974,0.072,0.546449227,0.289088735,0.257204489,0.05,0.078034408
409,0.01,0.75750878,0.112823301,0.458065365,0.072,0.160488552,0.158476709,0.230022158,0.01,0.789046419,0.043423382,0.457048036,0.072,0.046900986,0.087767831,0.249671751,0.05,0.142928837
410,0.01,0.204446003,0.250001133,0.068703946,0.072,0.172228837,0.549005194,0.536593793,0.01,0.264553849,0.45097461,0.718580359,0.072,0.003512411,0.460468268,0.538673906,0.05,0.025571206
411,0.01,0.127543672,0.758989579,0.424656713,0.072,0.008063688,0.146334975,0.255568007,0.01,0.54739804,0.579196699,0.786382995,0.072,0.163306361,0.305709018,0.302927775,0.05,0.113580673
412,0.01,0.133637896,0.772190685,0.674120577,0.072,0.28305316,0.3426434,0.129084278,0.01,0.429591786,0.549026405,0.406981952,0.072,0.562481977,0.347242061,0.210713069,0.05,0.216202568
413,0.01,0.134665384,0.303767493,0.274097571,0.072,0.24526643,0.444050941,0.275010282,0.01,0.627271416,0.455426233,0.270234853,0.072,0.460067926,0.135348533,0.127449533,0.05,0.141260819
414,0.01,0.206070904,0.007178758,0.512155047,0.072,0.290301291,0.253054119,0.549238116,0.01,0.451247355,0.682110946,0.110165687,0.072,0.323309271,0.493012428,0.33120407,0.05,0.20104397
415,0.01,0.293914419,0.073035118,0.361741233,0.072,0.224064294,0.492490184,0.138589332,0.01,0.76372004,0.756929115,0.195628998,0.072,0.197693511,0.508675661,0.549041421,0.05,0.124162949
416,0.01,0.253587666,0.41561427,0.543337673,0.072,0.155333525,0.418316763,0.029341379,0.01,0.038942649,0.305167287,0.279243822,0.072,0.179279666,0.278899225,0.182176675,0.05,0.053832217
417,0.01,0.244480944,0.770174376,0.324779599,0.072,0.252596857,0.327477554,0.558537556,0.01,0.190865008,0.538212867,0.565627908,0.072,0.344960269,0.050312497,0.384463453,0.05,0.017946519
418,0.01,0.470952693,0.58426913,0.166666214,0.072,0.4780413,0.017240962,0.479285707,0.01,0.36365995,0.171894473,0.105684735,0.072,0.541478471,0.041274054,0.113085063,0.05,0.097390257
419,0.01,0.489985531,0.430392857,0.099258359,0.072,0.164565495,0.135611006,0.121292341,0.01,0.324804026,0.556184848,0.171787816,0.072,0.208273604,0.222041098,0.554627309,0.05,0.26730658
420,0.01,0.63210869,0.190910547,0.053749478,0.072,0.18000155,0.151539304,0.287365854,0.01,0.614405049,0.678075122,0.667442627,0.072,0.204295719,0.390349107,0.177689824,0.05,0.017053552
421,0.01,0.55423656,0.007763767,0.323254244,0.072,0.187087425,0.393838442,0.435227429,0.01,0.240234762,0.641185341,0.232194241,0.072,0.253513372,0.412946523,0.39357869,0.05,0.276463172
422,0.01,0.177877209,0.523231152,0.481648708,0.072,0.519775922,0.088813696,0.427021357,0.01,0.448932207,0.216986037,0.374803582,0.072,0.189585107,0.329050013,0.504952347,0.05,0.159405396
423,0.01,0.49906071,0.409810799,0.04042075,0.072,0.13226366,0.279456982,0.176213641,0.01,0.143593242,0.398264945,0.255019737,0.072,0.146605141,0.263543717,0.075705459,0.05,0.259768805
424,0.01,0.685484657,0.559020263,0.083908924,0.072,0.440698281,0.458919762,0.436090303,0.01,0.090033051,0.508687286,0.659116589,0.072,0.327936732,0.367159389,0.260350456,0.05,0.14803805
425,0.01,0.027157718,0.504780787,0.064343298,0.072,0.24708829,0.166228095,0.309803076,0.01,0.105398905,0.546398288,0.628059114,0.072,0.092785327,0.059249834,0.082652794,0.05,0.245595717
426,0.01,0.417269517,0.369136187,0.084302337,0.072,0.368947812,0.493023768,0.470409574,0.01,0.49458322,0.059470186,0.088793651,0.072,0.028007505,0.146248195,0.077055713,0.05,0.072813451
427,0.01,0.304195864,0.744956399,0.482197087,0.072,0.47426511,0.403479652,0.063901778,0.01,0.581377121,0.217328116,0.504895199,0.072,0.193666401,0.566677846,0.14969724,0.05,0.078156532
428,0.01,0.735231082,0.01946908,0.5503843,0.072,0.41198539,0.475063032,0.553481528,0.01,0.770725516,0.051568638,0.649253065,0.072,0.367104042,0.367690332,0.072902758,0.05,0.182052407
429,0.01,0.776161239,0.72033667,0.346913222,0.072,0.022690449,0.205782702,0.469389697,0.01,0.55418429,0.362881488,0.043530213,0.072,0.242476205,0.266406166,0.527419543,0.05,0.179504109
430,0.01,0.246205804,0.415001429,0.052183693,0.072,0.552418758,0.204514024,0.271428658,0.01,0.28067434,0.539184267,0.523163405,0.072,0.406303072,0.152305354,0.179299697,0.05,0.035070345
431,0.01,0.517852878,0.031439731,0.472169045,0.072,0.493987263,0.50599266,0.255053448,0.01,0.362849914,0.060805655,0.52990437,0.072,0.466475351,0.138964071,0.239298901,0.05,0.234875014
432,0.01,0.692925169,0.192112184,0.434950801,0.072,0.10933611,0.057867138,0.517516445,0.01,0.648200928,0.600427572,0.038525392,0.072,0.479237954,0.248809035,0.19448043,0.05,0.153013381
433,0.01,0.072169062,0.597750774,0.460123711,0.072,0.105983175,0.106915889,0.104653234,0.01,0.045031886,0.464360775,0.66387506,0.072,0.009938986,0.027834638,0.325333517,0.05,0.229458792
434,0.01,0.258123724,0.276195375,0.471113733,0.072,0.155752921,0.015113552,0.417609798,0.01,0.494263431,0.458797239,0.585930462,0.072,0.383531116,0.116940969,0.200209235,0.05,0.03531084
435,0.01,0.102587041,0.53419464,0.678294085,0.072,0.546832108,0.356901163,0.104569552,0.01,0.083463773,0.642152268,0.457217616,0.072,0.351185892,0.443870466,0.399461465,0.05,0.233648311
436,0.01,0.044408985,0.590541303,0.672173678,0.072,0.162524704,0.363774052,0.178444052,0.01,0.756797143,0.026404622,0.458036347,0.072,0.094574015,0.404541077,0.099905681,0.05,0.065907313
437,0.01,0.390552941,0.72271961,0.167254354,0.072,0.081928332,0.43109884,0.284351894,0.01,0.720310239,0.1158255,0.510283035,0.072,0.132275355,0.089039923,0.388187908,0.05,0.166231694
